iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
MNE,Europe,Montenegro,01/03/2022,230363,156,163,2682,2,1.857,366790.277,248.387,259.533,4270.354,3.184,2.957,,,,,,,,,,,,,,,,,,,663653,288602,280203,94848,318,223,105.67,45.95,44.61,15.1,355,37,0.006,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,,,,
MSR,North America,Montserrat,01/03/2022,164,0,0.143,2,0,0,32925.115,0,28.68,401.526,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981,,,,,,,,,,,,,74.16,,,,,
MAR,Africa,Morocco,01/03/2022,1161131,156,221,15994,6,10.286,31092.184,4.177,5.918,428.279,0.161,0.275,,,,,,,,,,,,,,13406,0.359,0.0165,60.7,people tested,,,,,,,,,,,,,,,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MOZ,Africa,Mozambique,01/03/2022,225063,16,18,2192,0,0.286,6997.565,0.497,0.56,68.153,0,0.009,,,,,,,,,,,,,,1172,0.036,0.0154,65.1,tests performed,,,,,,,,,,,,,,,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MMR,Asia,Myanmar,01/03/2022,590237,2346,2587.143,19372,4,4,10769.566,42.806,47.205,353.465,0.073,0.073,,,,,,,,,,22732,7143562,130.343,0.415,24927,0.455,0.1038,9.6,samples tested,44685868,23652432,21033436,,,68198,81.53,43.16,38.38,,1244,30326,0.055,,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
NAM,Africa,Namibia,01/03/2022,157225,0,27.286,4007,0,0.714,60766.949,0,10.546,1548.692,0,0.276,,,,,,,,,,,,,,1080,0.417,0.0253,39.6,tests performed,,,,,,,,,,,,,,,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NPL,Asia,Nepal,01/03/2022,977076,92,138.714,11938,2,1.429,32925.986,3.1,4.674,402.293,0.067,0.048,,,,,,,,,,6504,6491107,218.741,0.219,7824,0.264,0.033,30.3,samples tested,37233872,21594817,17547281,1189716,108140,108663,125.47,72.77,59.13,4.01,3662,25976,0.088,,29674920,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,01/03/2022,6491805,36495,42336.571,21676,16,12,378021.864,2125.127,2465.285,1262.207,0.932,0.699,,150,8.735,1258,73.254,86,5.008,960,55.901,74620,28284652,1647.033,4.345,54684,3.184,0.649,1.5,tests performed,,,,,,,,,,,,,,,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NCL,Oceania,New Caledonia,01/03/2022,54856,679,1342,300,1,1.857,190328.815,2355.864,4656.214,1040.882,3.47,6.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288217,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,01/03/2022,142918,24106,14796.143,56,0,0,27879.367,4702.417,2886.32,10.924,0,0,,,,,,,,,,16851,6728049,1312.457,3.287,27148,5.296,0.545,1.8,tests performed,10652152,4263313,3964716,2424123,21981,27205,207.79,83.17,77.34,47.29,5307,2157,0.042,,5126300,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,01/03/2022,18105,101,14.429,224,0,0.143,2701.28,15.069,2.153,33.421,0,0.021,,,,,,,,,,,,,,,,,,,,,,,,17514,,,,,2613,5665,0.085,,6702379,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,01/03/2022,8756,2,1.857,307,0,0.143,348.417,0.08,0.074,12.216,0,0.006,,,,,,,,,,,,,,340,0.014,0.0055,183.1,tests performed,,,,,,,,,,,,,,,25130810,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,01/03/2022,254570,10,31.143,3142,0,0,1204.206,0.047,0.147,14.863,0,0,,,,,,,,,,,,,,17755,0.084,0.0018,570.1,tests performed,,,,,,,,,,,,,,,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
OWID_NAM,,North America,01/03/2022,93137738,74497,92390.286,1379439,2219,2348.286,156119.108,124.873,154.866,2312.24,3.72,3.936,,,,,,,,,,,,,,,,,,,935498674,422276039,368056805,127532410,924021,1087496,156.81,70.78,61.69,21.38,1823,145309,0.024,,596581283,,,,,,,,,,,,,,,,,,
MKD,Europe,North Macedonia,01/03/2022,297738,476,475.857,9027,17,12.857,142960.376,228.554,228.485,4334.359,8.163,6.173,,,,,,,,,,2781,1893409,909.13,1.335,2642,1.269,0.1801,5.6,tests performed,,,,,,,,,,,,,,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,,,,
NOR,Europe,Norway,01/03/2022,1257079,14919,12577.429,1599,1,7.143,229997.133,2729.603,2301.186,292.556,0.183,1.307,,,,,,,,,,16479,10799836,1975.955,3.015,16886,3.089,0.724,1.4,people tested,11233549,4329054,4020606,2883889,2370,2519,205.53,79.21,73.56,52.76,461,129,0.002,,5465629,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,01/03/2022,3642267,47727,39781.714,7869,69,41.714,84272.811,1104.282,920.448,182.069,1.596,0.965,,,,,,,,,,,,,,,,,,,68491002,28325601,26139744,14130229,140850,129051,158.47,65.54,60.48,32.69,2986,12784,0.03,,43219954,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,01/03/2022,382244,0,613.714,4244,0,0.857,73179.492,0,117.494,812.501,0,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,01/03/2022,1510986,765,1016.143,30218,22,17.429,6709.531,3.397,4.512,134.183,0.098,0.077,,,,,,,,,,37566,26464518,117.516,0.167,41422,0.184,0.0245,40.8,tests performed,215117064,126951209,99049978,4488296,455938,704632,95.52,56.37,43.98,1.99,3129,328110,0.146,,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,01/03/2022,3781,0,22,6,0,0,208044.459,0,1210.521,330.142,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,01/03/2022,647203,1256,1592.571,5513,12,12.571,123919.823,240.486,304.929,1055.573,2.298,2.407,,,,,,,,,,1975,,,0.378,3721,0.712,0.428,2.3,tests performed,,,,,,,,,,,,,,,5222756,778.202,20.4,3.043,1.726,4449.898,1,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,01/03/2022,755853,355,525.714,8093,10,8.143,172506.831,81.021,119.983,1847.049,2.282,1.858,,,,,,,,,,,5519747,1259.761,,6739,1.538,0.078,12.8,tests performed,6932806,3217327,2554939,1160540,46,11192,158.23,73.43,58.31,26.49,2554,3029,0.069,,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,01/03/2022,41290,0,142,638,0,0.286,4527.906,0,15.572,69.964,0,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,01/03/2022,642184,863,708.429,18392,33,19,88949.575,119.535,98.125,2547.495,4.571,2.632,,,,,,,,,,2383,2550609,353.288,0.33,2655,0.368,0.2668,3.7,tests performed,,,,,,11912,,,,,1650,2624,0.036,,7219641,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,01/03/2022,3517260,0,2340,210672,0,123.429,105435.302,0,70.145,6315.219,0,3.7,,,,,,,,,,,27407063,821.569,,51040,1.53,0.05,20,tests performed,61795868,27558205,24202109,10035554,120011,160977,185.24,82.61,72.55,30.08,4826,34789,0.104,,33359415,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PHL,Asia,Philippines,01/03/2022,3663059,1062,1253.571,56451,0,96.429,32986.591,9.564,11.289,508.353,0,0.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
POL,Europe,Poland,01/03/2022,5680034,12980,13973.857,111586,269,204.143,150277.377,343.413,369.708,2952.245,7.117,5.401,,,,,,,,,,162246,33039554,874.132,4.293,84360,2.232,0.1656,6,people tested,53382707,22525671,22207046,11351615,,35568,141.24,59.6,58.75,30.03,941,3902,0.01,,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,01/03/2022,3273624,11006,9620.429,21086,23,27.429,321956.018,1082.424,946.155,2073.777,2.262,2.698,,96,9.441,1358,133.557,,,,,57339,38440979,3780.613,5.639,71376,7.02,0.1348,7.4,tests performed,22871579,9661202,9406152,6170169,13658,23861,224.94,95.02,92.51,60.68,2347,915,0.009,,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,01/03/2022,357292,310,322.857,670,0,1.143,121920.858,105.783,110.17,228.628,0,0.39,,,,,,,,,,20435,5862677,2000.556,6.973,19872,6.781,,,tests performed,6341479,,,1241955,15747,14244,216.39,,,42.38,4861,,,,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,01/03/2022,2741945,8461,7979.429,63578,164,105.571,143348.896,442.341,417.165,3323.858,8.574,5.519,,,,,,,,,,62368,21103210,1103.276,3.261,48532,2.537,0.1644,6.1,tests performed,16665601,,8060700,,4525,5140,87.13,,42.14,,269,,,,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,01/03/2022,16257688,96092,118164,345427,772,760.857,111421.169,658.561,809.83,2367.365,5.291,5.214,,,,,,,,81119,555.945,272654,276734652,1896.586,1.869,414545,2.841,0.285,3.5,tests performed,,,,,,7425,,,,,51,34109,0.023,,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,01/03/2022,129516,14,13.857,1457,0,0,9755.269,1.054,1.044,109.743,0,0,,,,,,,,,,12861,4845030,364.932,0.969,14172,1.067,0.001,1022.7,samples tested,,,,,,,,,,,,,,,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,,69.02,0.543,,,,
SHN,Africa,Saint Helena,01/03/2022,4,0,0,,,,656.276,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095,,,,,,,,,,,,,80.56,,,,,
KNA,North America,Saint Kitts and Nevis,01/03/2022,5530,0,1,42,0,0,103275.688,0,18.676,784.372,0,0,,,,,,,,,,,,,,48,0.896,0.0208,48,people tested,,,,,,,,,,,,,,,53546,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,01/03/2022,22712,18,20.571,358,0,0.143,123166.36,97.613,111.558,1941.421,0,0.775,,,,,,,,,,,135918,737.078,,,,,,tests performed,,,,,,963,,,,,5222,1,0.001,,184401,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
SPM,North America,Saint Pierre and Miquelon,01/03/2022,1087,17,3.429,1,0,0,188355.571,2945.763,594.104,173.28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,01/03/2022,8311,2,2,106,0,0,74692.861,17.974,17.974,952.646,0,0,,,,,,,,,,26,98262,883.103,0.234,37,0.333,0.0541,18.5,tests performed,67452,35230,29152,3070,8,20,60.62,31.66,26.2,2.76,180,7,0.006,,111269,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,01/03/2022,33,0,0,,,,164.881,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144,69.413,22,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,01/03/2022,14414,45,29.571,112,0,0,423816.525,1323.14,869.492,3293.149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,01/03/2022,5934,0,0.571,72,0,0,26566.501,0,2.558,322.344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,01/03/2022,745590,563,621.857,9001,3,2,21097.217,15.931,17.596,254.692,0.085,0.057,,,,,,,,,,60558,40829579,1155.314,1.714,63868,1.807,0.0097,102.7,tests performed,,,,,,,,,,,,,,,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,01/03/2022,85699,6,14.143,1960,0,0.143,4983.57,0.349,0.822,113.978,0,0.008,,,,,,,,,,939,1033707,60.112,0.055,1225,0.071,0.0115,86.6,tests performed,,,,,,,,,,,,,,,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,01/03/2022,1913861,2886,3096.286,15280,39,46,278519.67,419.993,450.595,2223.662,5.676,6.694,,105,15.28,2411,350.867,,,,,15116,8769892,1276.262,2.2,14205,2.067,0.218,4.6,people tested,8474034,3344161,3263979,1865894,1698,1680,123.32,48.67,47.5,27.15,244,211,0.003,,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
SYC,Africa,Seychelles,01/03/2022,39403,67,31.714,163,0,0.429,398372.258,677.383,320.638,1647.963,0,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,01/03/2022,7665,0,0.286,125,0,0,941.491,0,0.035,15.354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,01/03/2022,748504,24080,18030.143,1030,11,10.571,137249.523,4415.432,3306.099,188.866,2.017,1.938,,32,5.868,1694,310.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SVK,Europe,Slovakia,01/03/2022,2134795,15437,15592.714,18530,45,35.857,391757.979,2832.857,2861.432,3400.455,8.258,6.58,,,,,,,,,,46145,49634064,9108.388,8.468,42889,7.871,0.32,3.1,tests performed,,,,,,,,,,,,,,,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,01/03/2022,895174,2554,1830,6318,11,11.714,430636.501,1228.639,880.348,3039.366,5.292,5.635,,,,,,,,,,11746,4423043,2127.769,5.651,13024,6.265,0.133,7.5,tests performed,2963316,1263877,1218428,628206,327,599,142.55,60.8,58.61,30.22,288,33,0.002,,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,01/03/2022,7258,209,184.286,106,7,3,10309.732,296.877,261.771,150.569,9.943,4.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567,,,,
SOM,Africa,Somalia,01/03/2022,26351,38,5.429,1348,0,0,1610.746,2.323,0.332,82.399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,01/03/2022,3675691,1649,1951.286,99430,18,80.286,61218.668,27.464,32.499,1656.008,0.3,1.337,,,,,,,,,,26360,23111817,384.928,0.439,26223,0.437,0.0744,13.4,people tested,31652555,20396606,17301807,1162202,,75624,52.72,33.97,28.82,1.94,1260,26564,0.044,,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
OWID_SAM,,South America,01/03/2022,54231436,30038,105679.857,1258278,480,1060.714,124882.372,69.171,243.356,2897.521,1.105,2.443,,,,,,,,,,,,,,,,,,,773072611,356093546,305888969,123135258,595891,1458512,178.02,82,70.44,28.36,3359,274038,0.063,,434260137,,,,,,,,,,,,,,,,,,
KOR,Asia,South Korea,01/03/2022,3492686,219237,166214.857,8266,96,94.143,68076.668,4273.194,3239.728,161.114,1.871,1.835,,727,14.17,,,,,12606,245.706,717980,62135661,1211.099,13.994,511822,9.976,0.3248,3.1,people tested,119230544,44861914,44371550,31512270,5365,119650,232.39,87.44,86.49,61.42,2332,4581,0.009,,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
SSD,Africa,South Sudan,01/03/2022,16978,5,5.429,137,0,0,1491.735,0.439,0.477,12.037,0,0,,,,,,,,,,,,,,679,0.06,0.008,125.1,tests performed,,,,,,,,,,,,,,,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
ESP,Europe,Spain,01/03/2022,11036085,58561,22270.286,99883,473,178.286,236090.174,1252.77,476.419,2136.754,10.119,3.814,,892,19.082,5218,111.626,299,6.396,3757,80.372,92883,85779178,1835.037,1.987,86003,1.84,0.164,6.1,tests performed,92679676,41076523,39062167,24148377,46518,48816,198.27,87.87,83.56,51.66,1044,6429,0.014,,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
LKA,Asia,Sri Lanka,01/03/2022,646948,914,1093,16244,22,27,30094.376,42.517,50.844,755.63,1.023,1.256,,,,,,,,,,7319,7385672,343.563,0.34,9174,0.427,0.1191,8.4,tests performed,38293596,16904417,14180650,7208529,18316,104257,178.13,78.64,65.96,33.53,4850,6376,0.03,,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,,,,
SDN,Africa,Sudan,01/03/2022,61488,30,33.857,3909,1,2.143,1369.158,0.668,0.754,87.042,0.022,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SUR,South America,Suriname,01/03/2022,78294,78,59.143,1317,0,0.429,132298.521,131.802,99.938,2225.422,0,0.724,,,,,,,,,,420,78777,133.115,0.71,285,0.482,0.191,5.2,tests performed,,,,,,,,,,,,,,50,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
SWE,Europe,Sweden,01/03/2022,2448182,7040,2402.429,17242,100,44.143,240959.024,692.903,236.456,1697.021,9.842,4.345,,67,6.594,1319,129.821,,,,,,,,,,,,,,20479302,7805996,7588257,4946305,,14863,201.56,76.83,74.69,48.68,1463,1643,0.016,,10160159,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
CHE,Europe,Switzerland,01/03/2022,2818720,16769,15300.286,13110,9,,323414.829,1924.045,1755.527,1504.218,1.033,,,143,16.408,1408,161.551,,,431,49.452,55984,18771909,2153.855,6.424,42562,4.883,0.427,2.3,tests performed,15568345,6077257,5985058,3596334,2387,3805,178.63,69.73,68.67,41.26,437,205,0.002,,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
SYR,Asia,Syria,01/03/2022,54664,89,107.429,3079,4,3.286,2991.075,4.87,5.878,168.475,0.219,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18275704,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,
TWN,Asia,Taiwan,01/03/2022,20533,44,61.857,853,0,0.143,860.742,1.844,2.593,35.758,0,0.006,,,,,,,,,,27184,6364189,266.786,1.14,19971,0.837,0.0031,322.9,people tested,47328210,19348245,17954500,10025465,179640,168886,198.4,81.11,75.27,42.03,7080,5976,0.025,,23855008,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,
TJK,Asia,Tajikistan,01/03/2022,17786,0,0,125,0,0,1824.275,0,0,12.821,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TZA,Africa,Tanzania,01/03/2022,33620,0,0,798,0,0,546.681,0,0,12.976,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61498438,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
THA,Asia,Thailand,01/03/2022,2934544,42617,23393,23021,88,41.571,41951.517,609.242,334.421,329.103,1.258,0.594,,,,,,,,,,,,,,,,,,,123990076,53662328,49701427,20626321,149703,235022,177.25,76.71,71.05,29.49,3360,56587,0.081,,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
TLS,Asia,Timor,01/03/2022,22693,0,29.714,128,0,0.429,16886.243,0,22.111,95.247,0,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
TGO,Africa,Togo,01/03/2022,36806,8,7.286,272,0,0,4341.23,0.944,0.859,32.082,0,0,,,,,,,,,,976,691585,81.572,0.115,1014,0.12,0.0072,139.2,tests performed,,,,,,,,,,,,,,,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
TON,Oceania,Tonga,01/03/2022,355,0,14.429,,,,3325.247,0,135.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106759,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
TTO,North America,Trinidad and Tobago,01/03/2022,128145,378,522.429,3632,4,7.143,91312.081,269.351,372.266,2588.049,2.85,5.09,,,,,,,,,,,,,,,,,,,1525728,741641,703141,136158,1136,1238,108.72,52.85,50.1,9.7,882,214,0.015,,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
TUN,Africa,Tunisia,01/03/2022,998230,0,1414.429,27784,0,38.857,83633.524,0,118.503,2327.794,0,3.256,,,,,,,,,,,,,,5840,0.489,0.2422,4.1,people tested,,,,,,,,,,,,,,,11935764,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
TUR,Asia,Turkey,01/03/2022,14149341,59885,67680,94648,203,236.857,166379.184,704.175,795.835,1112.946,2.387,2.785,,,,,,,,,,403117,144505596,1699.212,4.74,428986,5.044,0.1578,6.3,tests performed,145719490,57690044,52821088,35208358,87858,84446,171.35,67.84,62.11,41.4,993,6634,0.008,,85042736,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
TCA,North America,Turks and Caicos Islands,01/03/2022,5867,0,3,36,0,0,149569.163,0,76.48,917.759,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39226,37.312,,,,,,,,,,,,80.22,,,,,
UGA,Africa,Uganda,01/03/2022,163342,35,29.143,3588,0,0.429,3466.251,0.743,0.618,76.14,0,0.009,,,,,,,,,,,,,,3266,0.069,0.0089,112.1,tests performed,,,,,,,,,,,,,,,47123533,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
UKR,Europe,Ukraine,01/03/2022,5040518,0,7765.286,112459,0,85.286,115962.423,0,178.649,2587.238,0,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
ARE,Asia,United Arab Emirates,01/03/2022,880451,478,652.429,2301,0,0.571,88123.68,47.843,65.301,230.305,0,0.057,,,,,,,,,,420289,138136824,13826.011,42.066,443610,44.401,0.0015,679.9,tests performed,24144931,,9485085,,25870,17674,241.66,,94.94,,1769,41,0,,9991083,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
