location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Serbia,SRB,28/02/2021,1436682,924683,511999,,3627,29426,20.91,13.46,0.07
Serbia,SRB,01/03/2021,1470606,946375,524231,,33924,29299,21.4,13.77,0.08
Serbia,SRB,02/03/2021,1501917,971054,530863,,31311,28798,21.86,14.13,0.08
Serbia,SRB,03/03/2021,1535274,1000523,534751,,33357,27365,22.34,14.56,0.08
Serbia,SRB,04/03/2021,1576983,1013061,563922,,41709,28730,22.95,14.74,0.08
Serbia,SRB,05/03/2021,1618754,1025137,593617,,41771,32238,23.56,14.92,0.09
Serbia,SRB,06/03/2021,1650030,1029963,620067,,31276,30996,24.01,14.99,0.09
Serbia,SRB,07/03/2021,1651293,1030440,620853,,1263,30659,24.03,15,0.09
Serbia,SRB,08/03/2021,1704790,1081366,623424,,53497,33455,24.81,15.74,0.09
Serbia,SRB,09/03/2021,1750533,1124826,625707,,45743,35517,25.48,16.37,0.09
Serbia,SRB,10/03/2021,1792912,1145893,647019,,42379,36805,26.09,16.68,0.09
Serbia,SRB,11/03/2021,1827340,1161194,666146,,34428,35765,26.59,16.9,0.1
Serbia,SRB,12/03/2021,1897335,1196235,701100,,69995,39797,27.61,17.41,0.1
Serbia,SRB,13/03/2021,1957065,1218309,738756,,59730,43862,28.48,17.73,0.11
Serbia,SRB,14/03/2021,2007650,1224982,782668,,50585,50908,29.22,17.83,0.11
Serbia,SRB,15/03/2021,2040313,1249044,791269,,32663,47932,29.69,18.18,0.12
Serbia,SRB,16/03/2021,2052402,1258476,793926,,12089,43124,29.87,18.31,0.12
Serbia,SRB,17/03/2021,2077197,1267822,809375,,24795,40612,30.23,18.45,0.12
Serbia,SRB,18/03/2021,2112074,1285223,826851,,34877,40676,30.74,18.7,0.12
Serbia,SRB,19/03/2021,2161595,1303661,857934,,49521,37751,31.46,18.97,0.12
Serbia,SRB,20/03/2021,2163593,1305132,858461,,1998,29504,31.49,18.99,0.12
Serbia,SRB,21/03/2021,2169862,1308036,861826,,6269,23173,31.58,19.04,0.13
Serbia,SRB,22/03/2021,2178930,1313912,865018,,9068,19802,31.71,19.12,0.13
Serbia,SRB,23/03/2021,2206821,1330385,876436,,27891,22060,32.12,19.36,0.13
Serbia,SRB,24/03/2021,2241510,1338010,903500,,34689,23473,32.62,19.47,0.13
Serbia,SRB,26/03/2021,2282876,1366442,916434,,,17326,33.22,19.89,0.13
Serbia,SRB,28/03/2021,2323689,1404190,919499,,,21975,33.82,20.43,0.13
Serbia,SRB,30/03/2021,2420995,1414983,1006012,,,30596,35.23,20.59,0.15
Serbia,SRB,31/03/2021,2444395,1428888,1015507,,23400,28984,35.57,20.79,0.15
Serbia,SRB,01/04/2021,2488631,1450922,1037709,,44236,32348,36.22,21.11,0.15
Serbia,SRB,02/04/2021,2521863,1458304,1063559,,33232,34141,36.7,21.22,0.15
Serbia,SRB,04/04/2021,2567692,1476929,1090763,,,34858,37.37,21.49,0.16
Serbia,SRB,05/04/2021,2593838,1481015,1112823,,26146,31642,37.75,21.55,0.16
Serbia,SRB,06/04/2021,2625670,1504755,1120915,,31832,29239,38.21,21.9,0.16
Serbia,SRB,07/04/2021,2687311,1552535,1134776,,61641,34702,39.11,22.59,0.17
Serbia,SRB,09/04/2021,2836012,1677268,1158744,,,44878,41.27,24.41,0.17
Serbia,SRB,10/04/2021,2882854,1716843,1166011,,46842,48297,41.95,24.98,0.17
Serbia,SRB,14/04/2021,2982427,1780918,1201509,,,42159,43.4,25.92,0.17
Serbia,SRB,15/04/2021,3020401,1807404,1212997,,37974,36963,43.96,26.3,0.18
Serbia,SRB,16/04/2021,3041740,1820747,1220993,,21339,29390,44.27,26.5,0.18
Serbia,SRB,17/04/2021,3055007,1827563,1227444,,13267,24593,44.46,26.6,0.18
Serbia,SRB,18/04/2021,3068643,1829772,1238871,,13636,22985,44.66,26.63,0.18
Serbia,SRB,21/04/2021,3136478,1868861,1267617,,,22007,45.64,27.2,0.18
Serbia,SRB,22/04/2021,3176769,1892399,1284370,,40291,22338,46.23,27.54,0.19
Serbia,SRB,23/04/2021,3192950,1900150,1292800,,16181,21601,46.47,27.65,0.19
Serbia,SRB,24/04/2021,3253039,1944492,1308547,,60089,28290,47.34,28.3,0.19
Serbia,SRB,26/04/2021,3274776,1954709,1320067,,,26217,47.66,28.45,0.19
Serbia,SRB,28/04/2021,3410440,2005629,1404811,,,39137,49.63,29.19,0.2
Serbia,SRB,30/04/2021,3514605,2026571,1488034,,,45951,51.15,29.49,0.22
Serbia,SRB,01/05/2021,3525819,2028302,1497517,,11214,38969,51.31,29.52,0.22
Serbia,SRB,02/05/2021,3526876,2028490,1498386,,1057,37567,51.33,29.52,0.22
Serbia,SRB,05/05/2021,3692416,2071635,1620781,,,40282,53.73,30.15,0.24
Serbia,SRB,06/05/2021,3715103,2088102,1627001,,22687,36083,54.07,30.39,0.24
Serbia,SRB,07/05/2021,3757088,2116586,1640502,,41985,34640,54.68,30.8,0.24
Serbia,SRB,08/05/2021,3786348,2140266,1646082,,29260,37218,55.1,31.15,0.24
Serbia,SRB,09/05/2021,3798942,2149705,1649237,,12594,38867,55.29,31.28,0.24
Serbia,SRB,10/05/2021,3826563,2169340,1657223,,27621,34930,55.69,31.57,0.24
Serbia,SRB,12/05/2021,3915922,2219205,1696717,,,31929,56.99,32.3,0.25
Serbia,SRB,15/05/2021,4021493,2278826,1742667,,,33592,58.52,33.16,0.25
Serbia,SRB,16/05/2021,4038392,2286468,1751924,,16899,34207,58.77,33.27,0.26
Serbia,SRB,17/05/2021,4076567,2304204,1772363,,38175,35715,59.33,33.53,0.26
Serbia,SRB,18/05/2021,4128263,2320325,1807938,,51696,36717,60.08,33.77,0.26
Serbia,SRB,19/05/2021,4184634,2338805,1845829,,56371,38387,60.9,34.04,0.27
Serbia,SRB,21/05/2021,4242175,2370788,1871387,,,36553,61.74,34.5,0.27
Serbia,SRB,23/05/2021,4270016,2388000,1882016,,,33089,62.14,34.75,0.27
Serbia,SRB,24/05/2021,4312710,2406387,1906323,,42694,33735,62.76,35.02,0.28
Serbia,SRB,25/05/2021,4354888,2427733,1927155,,42178,32375,63.38,35.33,0.28
Serbia,SRB,27/05/2021,4437750,2472221,1965529,,,32049,64.58,35.98,0.29
Serbia,SRB,30/05/2021,4552842,2516852,2035990,,,40404,66.26,36.63,0.3
Serbia,SRB,02/06/2021,4668282,2568739,2099543,,,38852,67.94,37.38,0.31
Serbia,SRB,03/06/2021,4720552,2582213,2138339,,52270,40400,68.7,37.58,0.31
Serbia,SRB,05/06/2021,4770589,2599345,2171244,,,36587,69.43,37.83,0.32
Serbia,SRB,09/06/2021,4882120,2632697,2249423,,,30548,71.05,38.31,0.33
Serbia,SRB,12/06/2021,4955746,2656065,2299681,,,26451,72.12,38.65,0.33
Serbia,SRB,17/06/2021,5070754,2681511,2389243,,,23442,73.79,39.02,0.35
Serbia,SRB,20/06/2021,5146241,2693998,2452243,,,23928,74.89,39.21,0.36
Serbia,SRB,05/07/2021,5318975,2729560,2589415,,,11516,77.41,39.72,0.38
Serbia,SRB,14/07/2021,5409274,2767797,2641477,,,10033,78.72,40.28,0.38
Serbia,SRB,16/07/2021,5425182,2776609,2648573,,,9439,78.95,40.41,0.39
Serbia,SRB,19/07/2021,5443932,2787809,2656123,,,7818,79.22,40.57,0.39
Serbia,SRB,22/07/2021,5469960,2804002,2665958,,,7533,79.6,40.81,0.39
Serbia,SRB,23/07/2021,5479383,2808969,2670414,,9423,7743,79.74,40.88,0.39
Serbia,SRB,26/07/2021,5487620,2812641,2674979,,,6241,79.86,40.93,0.39
Serbia,SRB,28/07/2021,5505207,2821702,2683505,,,6275,80.12,41.06,0.39
Serbia,SRB,29/07/2021,5514565,2825616,2688949,,9358,6372,80.25,41.12,0.39
Serbia,SRB,30/07/2021,5530791,2833947,2696844,,16226,7344,80.49,41.24,0.39
Serbia,SRB,31/07/2021,5536170,2835895,2700275,,5379,7720,80.57,41.27,0.39
Serbia,SRB,03/08/2021,5547620,2840778,2706842,,,7315,80.73,41.34,0.39
Serbia,SRB,04/08/2021,5554237,2843970,2710267,,6617,7004,80.83,41.39,0.39
Serbia,SRB,05/08/2021,5562125,2847534,2714591,,7888,6794,80.94,41.44,0.4
Serbia,SRB,06/08/2021,5568401,2850401,2718119,,6276,5373,81.04,41.48,0.4
Serbia,SRB,07/08/2021,5576247,2853790,2722457,,7846,5725,81.15,41.53,0.4
Serbia,SRB,08/08/2021,5583030,2856145,2726885,,6783,6149,81.25,41.56,0.4
Serbia,SRB,09/08/2021,5592904,2860213,2732691,,9874,7014,81.39,41.62,0.4
Serbia,SRB,10/08/2021,5600945,2863357,2737588,,8041,7618,81.51,41.67,0.4
Serbia,SRB,11/08/2021,5609331,2866367,2742964,,8386,7871,81.63,41.71,0.4
Serbia,SRB,12/08/2021,5617810,2869322,2748488,,8479,7955,81.75,41.76,0.4
Serbia,SRB,13/08/2021,5626081,2872770,2753311,,8271,8240,81.88,41.81,0.4
Serbia,SRB,15/08/2021,5632567,2875491,2757076,,,7077,81.97,41.85,0.4
Serbia,SRB,16/08/2021,5640620,2878697,2761921,,8053,6817,82.09,41.89,0.4
Serbia,SRB,17/08/2021,5649434,2881963,2766182,1289,8814,6927,82.21,41.94,0.4
Serbia,SRB,18/08/2021,5656592,2884393,2768776,3423,7158,6752,82.32,41.98,0.4
Serbia,SRB,19/08/2021,5670011,2887708,2771947,10356,13419,7457,82.51,42.02,0.4
Serbia,SRB,22/08/2021,5704042,2895304,2779723,29015,,10211,83.01,42.13,0.4
Serbia,SRB,23/08/2021,5728761,2899188,2784053,45520,24719,12592,83.37,42.19,0.41
Serbia,SRB,24/08/2021,5754198,2903057,2787457,63684,25437,14966,83.74,42.25,0.41
Serbia,SRB,25/08/2021,5779396,2906891,2791137,81368,25198,17543,84.11,42.3,0.41
Serbia,SRB,26/08/2021,5805280,2910536,2794111,100633,25884,19324,84.48,42.36,0.41
Serbia,SRB,28/08/2021,5845933,2916835,2799563,129535,,21891,85.07,42.45,0.41
Serbia,SRB,29/08/2021,5851158,2917843,2800338,132977,5225,21017,85.15,42.46,0.41
Serbia,SRB,30/08/2021,5882966,2923123,2804423,155420,31808,22029,85.61,42.54,0.41
Serbia,SRB,01/09/2021,5934117,2931512,2810921,191684,,22103,86.36,42.66,0.41
Serbia,SRB,02/09/2021,5957327,2935212,2813848,208267,23210,21721,86.7,42.72,0.41
Serbia,SRB,05/09/2021,5997420,2942946,2820139,234335,,20895,87.28,42.83,0.41
Serbia,SRB,06/09/2021,6022878,2947071,2823513,252294,25458,19987,87.65,42.89,0.41
Serbia,SRB,07/09/2021,6047208,2951187,2826635,269386,24330,19810,88,42.95,0.41
Serbia,SRB,08/09/2021,6069521,2955866,2829578,284077,22313,19343,88.33,43.02,0.41
Serbia,SRB,09/09/2021,6089871,2960217,2832387,297267,20350,18935,88.62,43.08,0.41
Serbia,SRB,12/09/2021,6129144,2969719,2839752,323139,,18818,89.2,43.22,0.41
Serbia,SRB,14/09/2021,6186509,2981529,2847165,357815,,19900,90.03,43.39,0.41
Serbia,SRB,16/09/2021,6238655,2990502,2854142,394011,,21255,90.79,43.52,0.42
Serbia,SRB,18/09/2021,6275408,2997580,2860241,417587,,22765,91.32,43.62,0.42
Serbia,SRB,19/09/2021,6281265,2998753,2861250,421262,5857,21732,91.41,43.64,0.42
Serbia,SRB,21/09/2021,6332498,3006623,2869773,456102,,20856,92.16,43.75,0.42
Serbia,SRB,22/09/2021,6352644,3010835,2873259,468550,20146,20009,92.45,43.82,0.42
Serbia,SRB,23/09/2021,6371972,3014528,2876832,480612,19328,19045,92.73,43.87,0.42
Serbia,SRB,24/09/2021,6392974,3018918,2880984,493072,21002,19420,93.04,43.93,0.42
Serbia,SRB,26/09/2021,6409263,3022660,2884386,502217,,18285,93.27,43.99,0.42
Serbia,SRB,28/09/2021,6456710,3032496,2893605,530609,,17745,93.96,44.13,0.42
Serbia,SRB,29/09/2021,6477199,3036601,2897947,542651,20489,17794,94.26,44.19,0.42
Serbia,SRB,30/09/2021,6497670,3040293,2901882,555495,20471,17957,94.56,44.24,0.42
Serbia,SRB,02/10/2021,6540692,3046445,2909965,584282,,19939,95.19,44.33,0.42
Serbia,SRB,05/10/2021,6605835,3053911,2921046,630878,,21304,96.13,44.44,0.43
Serbia,SRB,06/10/2021,6632125,3056975,2925578,649572,26290,22132,96.52,44.49,0.43
Serbia,SRB,07/10/2021,6655878,3061127,2929468,665283,23753,22601,96.86,44.55,0.43
Serbia,SRB,12/10/2021,6678484,3064730,2933395,680271,,10378,97.19,44.6,0.43
Serbia,SRB,19/10/2021,6721216,3071523,2941696,707997,,6105,97.81,44.7,0.43
Serbia,SRB,23/10/2021,6948020,3118348,2982313,847359,,35017,101.11,45.38,0.43
Serbia,SRB,24/10/2021,6955928,3120462,2983451,852015,7908,35274,101.23,45.41,0.43
Serbia,SRB,26/10/2021,7007327,3132700,2990317,884310,,40873,101.98,45.59,0.44
Serbia,SRB,29/10/2021,7085931,3150109,3000614,935208,,27802,103.12,45.84,0.44
Serbia,SRB,30/10/2021,7104240,3153364,3002829,948047,18309,22317,103.39,45.89,0.44
Serbia,SRB,01/11/2021,7143331,3159568,3007111,976652,,23100,103.96,45.98,0.44
Serbia,SRB,02/11/2021,7171439,3163952,3010468,997019,28108,23445,104.36,46.04,0.44
Serbia,SRB,03/11/2021,7200245,3167796,3013629,1018820,28806,23817,104.78,46.1,0.44
Serbia,SRB,05/11/2021,7259706,3176748,3020573,1062385,,24825,105.65,46.23,0.44
Serbia,SRB,07/11/2021,7290148,3182096,3024890,1083162,,23766,106.09,46.31,0.44
Serbia,SRB,08/11/2021,7329816,3188667,3029363,1111786,39668,26641,106.67,46.4,0.44
Serbia,SRB,09/11/2021,7365849,3194810,3033202,1137837,36033,27773,107.19,46.49,0.44
Serbia,SRB,14/11/2021,7481252,3212804,3052529,1215919,,27301,108.87,46.76,0.44
Serbia,SRB,18/11/2021,7622643,3229702,3074665,1318276,,30090,110.93,47,0.45
Serbia,SRB,19/11/2021,7660179,3234195,3080133,1345851,37536,32155,111.48,47.07,0.45
Serbia,SRB,22/11/2021,7722943,3241625,3089641,1391677,,29478,112.39,47.17,0.45
Serbia,SRB,23/11/2021,7752661,3245207,3094282,1413172,29718,28673,112.82,47.23,0.45
Serbia,SRB,24/11/2021,7779147,3248569,3098262,1432313,26486,27407,113.21,47.28,0.45
Serbia,SRB,27/11/2021,7844822,3256757,3110021,1478036,,23389,114.16,47.39,0.45
Serbia,SRB,28/11/2021,7852268,3257828,3111853,1482578,7446,21464,114.27,47.41,0.45
Serbia,SRB,29/11/2021,7877441,3261104,3118088,1498240,25173,22071,114.64,47.46,0.45
Serbia,SRB,30/11/2021,7899611,3263835,3123638,1512129,22170,20993,114.96,47.5,0.45
Serbia,SRB,02/12/2021,7940609,3269036,3131587,1539973,,19939,115.56,47.57,0.46
Serbia,SRB,03/12/2021,7963609,3272681,3136806,1554127,23000,20097,115.89,47.63,0.46
Serbia,SRB,06/12/2021,8000989,3278080,3146226,1576667,,17650,116.44,47.71,0.46
Serbia,SRB,07/12/2021,8016666,3280630,3150067,1585953,15677,16722,116.66,47.74,0.46
Serbia,SRB,08/12/2021,8032168,3282950,3153923,1595279,15502,16008,116.89,47.78,0.46
Serbia,SRB,09/12/2021,8046012,3284917,3157418,1603661,13844,15058,117.09,47.8,0.46
Serbia,SRB,12/12/2021,8075369,3288762,3165137,1621453,,12406,117.52,47.86,0.46
Serbia,SRB,14/12/2021,8099998,3291994,3172131,1635856,,11905,117.88,47.91,0.46
Serbia,SRB,22/12/2021,8183520,3302585,3193149,1687756,,10440,119.09,48.06,0.46
Serbia,SRB,26/12/2021,8218178,3306626,3202009,1709543,,9426,119.6,48.12,0.47
Serbia,SRB,28/12/2021,8239799,3309157,3207534,1723108,,9531,119.91,48.16,0.47
Serbia,SRB,01/01/2022,8290461,3316151,3220977,1753333,,11564,120.65,48.26,0.47
Serbia,SRB,09/01/2022,8296523,3317049,3222809,1756665,,758,120.74,48.27,0.47
Serbia,SRB,14/01/2022,8324076,3321143,3229603,1773330,,4153,121.14,48.33,0.47
Serbia,SRB,16/01/2022,8338285,3323350,3232588,1782347,,5966,121.35,48.36,0.47
Serbia,SRB,18/01/2022,8351144,3325391,3235514,1790239,,6229,121.53,48.39,0.47
Serbia,SRB,19/01/2022,8356720,3326357,3236600,1793763,5576,6238,121.61,48.41,0.47
Serbia,SRB,23/01/2022,8371669,3329025,3239226,1803418,,4769,121.83,48.45,0.47
Serbia,SRB,27/01/2022,8389858,3331955,3242876,1815027,,4200,122.1,48.49,0.47
Serbia,SRB,30/01/2022,8398208,3333349,3244297,1820562,,3791,122.22,48.51,0.47
Serbia,SRB,31/01/2022,8402695,3334002,3245307,1823386,4487,3783,122.28,48.52,0.47
Serbia,SRB,02/02/2022,8410883,3335402,3247144,1828337,,3653,122.4,48.54,0.47
Serbia,SRB,03/02/2022,8414783,3335963,3247943,1830877,3900,3561,122.46,48.55,0.47
Serbia,SRB,07/02/2022,8426829,3337788,3250967,1838074,,3448,122.63,48.57,0.47
Serbia,SRB,09/02/2022,8433861,3338750,3252766,1842345,,3283,122.74,48.59,0.47
Serbia,SRB,11/02/2022,8440911,3339706,3254400,1846805,,3302,122.84,48.6,0.47
Serbia,SRB,13/02/2022,8443658,3340114,3255177,1848367,,2834,122.88,48.61,0.47
Serbia,SRB,14/02/2022,8447004,3340616,3255977,1850411,3346,2882,122.93,48.62,0.47
Serbia,SRB,16/02/2022,8448409,3340847,3256299,1851263,,2078,122.95,48.62,0.47
Serbia,SRB,20/02/2022,8457355,3342056,3259103,1856196,,1957,123.08,48.64,0.47
Serbia,SRB,23/02/2022,8464737,3342998,3261221,1860518,,2333,123.19,48.65,0.47
Serbia,SRB,24/02/2022,8466632,3343225,3261760,1861647,1895,2284,123.21,48.65,0.47
Serbia,SRB,28/02/2022,8472336,3343966,3263573,1864797,,1789,123.3,48.66,0.47
Serbia,SRB,01/03/2022,8474034,3344161,3263979,1865894,1698,1680,123.32,48.67,0.48
Seychelles,SYC,03/02/2021,37092,37087,5,,808,1644,37.5,37.5,0
Seychelles,SYC,06/02/2021,39175,37589,1586,,,987,39.61,38,0.02
Seychelles,SYC,08/02/2021,41694,37714,3980,,,945,42.15,38.13,0.04
Seychelles,SYC,09/02/2021,44423,37723,6700,,2729,1163,44.91,38.14,0.07
Seychelles,SYC,10/02/2021,48061,37726,10335,,3638,1567,48.59,38.14,0.1
Seychelles,SYC,11/02/2021,51819,37952,13867,,3758,2005,52.39,38.37,0.14
Seychelles,SYC,13/02/2021,55980,41799,14181,,,2401,56.6,42.26,0.14
Seychelles,SYC,15/02/2021,58249,41808,16441,,,2365,58.89,42.27,0.17
Seychelles,SYC,16/02/2021,59991,41815,18176,,1742,2224,60.65,42.28,0.18
Seychelles,SYC,17/02/2021,61351,41839,19512,,1360,1899,62.03,42.3,0.2
Seychelles,SYC,18/02/2021,63286,42621,20665,,1935,1638,63.98,43.09,0.21
Seychelles,SYC,19/02/2021,65060,43461,21599,,1774,1594,65.78,43.94,0.22
Seychelles,SYC,21/02/2021,65576,43977,21599,,,1209,66.3,44.46,0.22
Seychelles,SYC,23/02/2021,70568,47188,23380,,,1511,71.35,47.71,0.24
Seychelles,SYC,25/02/2021,75096,51577,23519,,,1687,75.92,52.15,0.24
Seychelles,SYC,27/02/2021,79438,55889,23549,,,2017,80.31,56.5,0.24
Seychelles,SYC,01/03/2021,80131,55901,24230,,,1723,81.01,56.52,0.25
Seychelles,SYC,03/03/2021,80863,56261,24602,,,1147,81.75,56.88,0.25
Seychelles,SYC,04/03/2021,81715,57095,24620,,852,946,82.62,57.72,0.25
Seychelles,SYC,08/03/2021,84468,57901,26567,,,620,85.4,58.54,0.27
Seychelles,SYC,10/03/2021,87333,60439,26894,,,924,88.3,61.11,0.27
Seychelles,SYC,11/03/2021,88106,61070,27036,,773,913,89.08,61.74,0.27
Seychelles,SYC,15/03/2021,89509,62067,27442,,,720,90.5,62.75,0.28
Seychelles,SYC,18/03/2021,90150,62457,27693,,,292,91.14,63.15,0.28
Seychelles,SYC,23/03/2021,94472,63100,31372,,,678,95.51,63.8,0.32
Seychelles,SYC,24/03/2021,96523,63132,33391,,2051,941,97.59,63.83,0.34
Seychelles,SYC,30/03/2021,100552,63686,36866,,,869,101.66,64.39,0.37
Seychelles,SYC,01/04/2021,102080,64123,37957,,,698,103.2,64.83,0.38
Seychelles,SYC,06/04/2021,103968,64508,39460,,,488,105.11,65.22,0.4
Seychelles,SYC,10/04/2021,108749,65490,43259,,,845,109.95,66.21,0.44
Seychelles,SYC,13/04/2021,112194,66250,45944,,,1175,113.43,66.98,0.46
Seychelles,SYC,19/04/2021,116957,66433,50524,,,844,118.25,67.17,0.51
Seychelles,SYC,23/04/2021,121165,66497,54668,,,941,122.5,67.23,0.55
Seychelles,SYC,26/04/2021,123831,66583,57248,,,982,125.2,67.32,0.58
Seychelles,SYC,28/04/2021,125539,67043,58496,,,925,126.92,67.78,0.59
Seychelles,SYC,29/04/2021,126840,67680,59160,,1301,961,128.24,68.43,0.6
Seychelles,SYC,03/05/2021,127721,68045,59676,,,556,129.13,68.79,0.6
Seychelles,SYC,05/05/2021,128919,68512,60407,,,483,130.34,69.27,0.61
Seychelles,SYC,12/05/2021,131068,69708,61360,,,307,132.51,70.48,0.62
Seychelles,SYC,15/05/2021,131546,69915,61631,,,244,133,70.69,0.62
Seychelles,SYC,18/05/2021,132161,70126,62035,,,200,133.62,70.9,0.63
Seychelles,SYC,25/05/2021,134475,70446,64029,,,331,135.96,71.22,0.65
Seychelles,SYC,02/06/2021,136526,70653,65873,,,256,138.03,71.43,0.67
Seychelles,SYC,10/06/2021,137196,70653,66543,,,84,138.71,71.43,0.67
Seychelles,SYC,18/06/2021,137676,70660,67016,,,60,139.19,71.44,0.68
Seychelles,SYC,24/06/2021,137976,70671,67305,,,51,139.5,71.45,0.68
Seychelles,SYC,30/06/2021,138581,70911,67670,,,94,140.11,71.69,0.68
Seychelles,SYC,05/07/2021,139625,71490,68135,,,178,141.16,72.28,0.69
Seychelles,SYC,22/07/2021,141435,72882,68553,,,106,142.99,73.69,0.69
Seychelles,SYC,09/08/2021,143490,73777,69713,,,114,145.07,74.59,0.7
Seychelles,SYC,16/09/2021,148402,77311,71091,,,129,150.04,78.16,0.72
Seychelles,SYC,15/10/2021,159392,80595,74778,,,379,161.15,81.48,0.76
Seychelles,SYC,25/10/2021,165206,81021,76188,,,581,167.03,81.91,0.77
Seychelles,SYC,26/10/2021,166521,81101,76283,,1315,686,168.36,81.99,0.77
Seychelles,SYC,03/11/2021,169886,81323,76696,,,421,171.76,82.22,0.78
Seychelles,SYC,08/11/2021,170530,81375,76796,,,212,172.41,82.27,0.78
Seychelles,SYC,15/11/2021,173635,81597,77389,,,444,175.55,82.5,0.78
Seychelles,SYC,17/11/2021,175390,81669,77467,,,568,177.32,82.57,0.78
Seychelles,SYC,23/11/2021,178093,81867,77809,,,512,180.06,82.77,0.79
Seychelles,SYC,29/11/2021,179462,81937,77951,,,260,181.44,82.84,0.79
Seychelles,SYC,10/12/2021,182903,82117,78214,,,313,184.92,83.02,0.79
Seychelles,SYC,17/12/2021,183332,82323,78238,,,61,185.35,83.23,0.79
Seychelles,SYC,28/12/2021,183472,82348,78263,,,13,185.49,83.26,0.79
Seychelles,SYC,18/01/2022,190758,83419,78598,,,347,192.86,84.34,0.79
Seychelles,SYC,15/02/2022,196225,84003,79659,,,195,198.39,84.93,0.81
Seychelles,SYC,22/02/2022,196959,84074,79820,,,105,199.13,85,0.81
Seychelles,SYC,01/03/2022,198120,84141,79921,,,166,200.3,85.07,0.81
Sierra Leone,SLE,14/04/2021,42419,41543,876,,,925,0.52,0.51,0
Sierra Leone,SLE,15/04/2021,44347,42566,1781,,1928,1118,0.54,0.52,0
Sierra Leone,SLE,25/04/2021,57364,52076,5288,,,1302,0.7,0.64,0
Sierra Leone,SLE,27/04/2021,59316,53717,5599,,,1209,0.73,0.66,0
Sierra Leone,SLE,29/04/2021,59786,54084,5702,,,904,0.73,0.66,0
Sierra Leone,SLE,01/05/2021,61107,55083,6024,,,721,0.75,0.68,0
Sierra Leone,SLE,08/05/2021,64966,58250,6716,,,551,0.8,0.72,0
Sierra Leone,SLE,31/05/2021,79762,68882,10880,,,643,0.98,0.85,0
Sierra Leone,SLE,08/06/2021,83474,71821,11653,,,464,1.03,0.88,0
Sierra Leone,SLE,10/06/2021,88523,75667,12856,,,1053,1.09,0.93,0
Sierra Leone,SLE,14/06/2021,91789,77958,13831,,,1254,1.13,0.96,0
Sierra Leone,SLE,20/06/2021,97315,82145,15170,,,906,1.2,1.01,0
Sierra Leone,SLE,27/08/2021,193557,159793,33764,,,1415,2.38,1.96,0
Sierra Leone,SLE,13/09/2021,221110,181065,40045,,,1621,2.72,2.22,0
Sierra Leone,SLE,27/09/2021,232375,189641,42734,,,805,2.85,2.33,0.01
Sierra Leone,SLE,29/09/2021,236465,192558,43907,,,1159,2.9,2.37,0.01
Sierra Leone,SLE,12/10/2021,359091,292239,66852,,,9433,4.41,3.59,0.01
Sierra Leone,SLE,18/10/2021,396196,318380,110744,,,6648,4.87,3.91,0.01
Sierra Leone,SLE,04/11/2021,617851,505385,251854,,,13039,7.59,6.21,0.03
Sierra Leone,SLE,10/11/2021,744826,603654,302686,,,20002,9.15,7.41,0.04
Sierra Leone,SLE,26/11/2021,868726,703231,361089,,,7744,10.67,8.64,0.04
Sierra Leone,SLE,11/01/2022,923880,747044,385232,,,1199,11.35,9.18,0.05
Sierra Leone,SLE,26/01/2022,1409313,1147770,692512,,,32362,17.31,14.1,0.09
Sierra Leone,SLE,07/02/2022,1484231,1208855,737209,,,6243,18.23,14.85,0.09
Sierra Leone,SLE,18/02/2022,1811825,1480815,936846,,,29781,22.25,18.19,0.12
Sierra Leone,SLE,25/02/2022,1813692,1480815,936846,,,267,22.28,18.19,0.12
Sierra Leone,SLE,04/03/2022,1859571,1516460,964902,,,6554,22.84,18.63,0.12
Singapore,SGP,29/01/2021,140547,139690,857,,14759,11033,2.58,2.56,0
Singapore,SGP,30/01/2021,148033,146847,1186,,7486,11419,2.71,2.69,0
Singapore,SGP,31/01/2021,153797,152483,1314,,5764,11599,2.82,2.8,0
Singapore,SGP,01/02/2021,164964,161540,3424,,11167,11472,3.02,2.96,0
Singapore,SGP,02/02/2021,177117,171176,5941,,12153,11401,3.25,3.14,0
Singapore,SGP,03/02/2021,192321,182649,9672,,15204,11586,3.53,3.35,0
Singapore,SGP,04/02/2021,205468,191377,14091,,13147,11383,3.77,3.51,0
Singapore,SGP,05/02/2021,220165,200808,19357,,14697,11374,4.04,3.68,0
Singapore,SGP,06/02/2021,226178,205142,21036,,6013,11164,4.15,3.76,0
Singapore,SGP,07/02/2021,229126,207411,21715,,2948,10761,4.2,3.8,0
Singapore,SGP,08/02/2021,240676,211374,29302,,11550,10816,4.41,3.88,0.01
Singapore,SGP,09/02/2021,252584,214955,37629,,11908,10781,4.63,3.94,0.01
Singapore,SGP,10/02/2021,264730,217931,46799,,12146,10344,4.85,4,0.01
Singapore,SGP,11/02/2021,269072,219281,49791,,4342,9086,4.93,4.02,0.01
Singapore,SGP,12/02/2021,269096,219298,49798,,24,6990,4.93,4.02,0.01
Singapore,SGP,13/02/2021,269112,219308,49804,,16,6133,4.93,4.02,0.01
Singapore,SGP,14/02/2021,273607,219822,53785,,4495,6354,5.02,4.03,0.01
